Product Name,UNSPSC,ProductId,Price Varies with SKU,,Note the productId field? I think if you change that we might get it..
PAK175,24111803        ,139616,0,,
PAK381,24101900        ,139779,0,,
PAK442,24101900        ,139845,0,,
PAK443,24101900        ,139847,0,,
STR123,24101900        ,148431,0,,
DRM364,40151500        ,126048,0,,
PLS1077,46151500        ,141789,0,,
PLS1441,46151500        ,142922,0,,
PLS1442,46151500        ,142924,0,,
PLS1443,46151500        ,142926,0,,
PLS201,46151500        ,143293,0,,
PLS203,46151500        ,143297,0,,
PLS212,46151500        ,143410,0,,
WPL591,31200000        ,150939,0,,
WPL821,46181503        ,151602,0,,
BAG100,20122806        ,122284,0,,
PLR208,40141739        ,141446,0,,
