Product Name,ProductId,UNSPSC,Category Name,Cust Field 1,Cust Field 2,Cust Field 3,Cust Field 4,Cust Field 5,Configurable Product
1YR ANTISPYWARE CE W/ AV QTY 25-99 PEAKSUPPORT LICENSE                          ,2544281,4323320500,Transaction security and virus protection software                              ,NONE  ,,,WEBROOT SOFTWARE                        ,1,No
1YR ANTISPYWARE CORP ED QTY 5-24 & PEAKSUPPORT                                  ,2619551,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,WEBROOT SOFTWARE                        ,1,No
1YR AVG ANTI-VIRUS SBS EDITION V8.5 WIN 200USER                                 ,2515339,4323320500,Transaction security and virus protection software                              ,8,,,AVG                                     ,1,No
1YR AVG IDENTITY PROT 10U                                                       ,2569002,4323320500,Transaction security and virus protection software                              ,NONE  ,,,AVG                                     ,1,No
1YR AVG IDENTITY PROTECTION WIN 1LICS SMALL BOX                                 ,2584371,4323320500,Transaction security and virus protection software                              ,NONE  ,,,AVG                                     ,1,No
1YR CONTENT FILTERING SERVICE FOR PRO 2040/3060/4060                            ,1917244,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,1,No
1YR CONTENT FILTERING SERVICE PREMIUM BUSINESS ED-NSA 240                       ,2530141,4323320300,Network security or virtual private network VPN management software             ,5060,,,SONICWALL                               ,0,No
1YR DYKNOW SVR-ASP HOSTING BUNDLE                                               ,2594673,4323270100,Application server software                                                     ,NONE  ,,,DYKNOW                                  ,1,No
1YR EMAIL PHONE SUP 24X7 F/MSA6000B                                             ,2608932,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,CELESTIX                                ,1,No
1YR ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE 50U                               ,1858891,4323320500,Transaction security and virus protection software                              ,NONE  ,,,SONICWALL                               ,1,No
1YR GFI MAILARCHIVER PLUS SMA MAILARCHIVER PLUS SMA 250-499                     ,2536094,4323270200,Desktop communications software                                                 ,NONE  ,,,GFI SOFTWARE                            ,1,No
1YR GFI MAILARCHIVER SMA REN                                                    ,2539230,4323270200,Desktop communications software                                                 ,NONE  ,,,GFI SOFTWARE                            ,1,No
1YR GFI MAILARCHIVER SMA REN 100-249                                            ,2585178,4323270200,Desktop communications software                                                 ,NONE  ,,,GFI SOFTWARE                            ,1,No
1YR GOLD SERVICESS SUPPORT FOR ETHERSCOPE                                       ,2597027,4323270100,Application server software                                                     ,NONE  ,,,FLUKE                                   ,1,No
1YR J-CARE CORE SUPPORT FOR 25 CLIENTS                                          ,2573762,4323230400,Data base management system software                                            ,NONE  ,,,JUNIPER NETWORK                         ,1,No
1YR J-CARE CORE SUPPORT FOR 500 CLIENTS                                         ,2588209,4323290100,Access software                                                                 ,NONE  ,,,JUNIPER NETWORK                         ,1,No
1YR J-CARE CORE SUPPORT FOR ENTERPRISE EDITION                                  ,2575431,4323230400,Data base management system software                                            ,NONE  ,,,JUNIPER NETWORK                         ,1,No
1YR MAINT FOR AIRMAGNET SURVEY PRO INCL PLANNER AM/A4018                        ,2591955,4323270100,Application server software                                                     ,NONE  ,,,AIRMAGNET                               ,1,No
1YR MAINT&SUPP DRAGON NATURALLYSPEAKING PRO OLP LEV B                           ,2625125,4323270300,Interactive voice response software                                             ,NONE  ,,,NUANCE COMMUNICATIONS                   ,1,No
1YR MNT FOR AIRMAGNET SPECTRUM ANALYZER AM/A4030                                ,2593218,4323270100,Application server software                                                     ,NONE  ,,,FLUKE                                   ,1,No
1YR MNT FOR AIRMAGNET SURVEY PRO AM/A4015                                       ,2593217,4323270100,Application server software                                                     ,NONE  ,,,FLUKE                                   ,1,No
1YR MNT FOR AIRMAGNET SURVEY PRO SPECTRUM BUNDLE AM/A1358                       ,2588850,4323270100,Application server software                                                     ,NONE  ,,,AIRMAGNET                               ,1,No
1YR MNT FOR AIRMAGNET WIFI ANALYZER PRO AM/A1150                                ,2593216,4323270100,Application server software                                                     ,NONE  ,,,FLUKE                                   ,1,No
1YR MNT SECURCARE F/ ENVISION ES-1060 APPL                                      ,2615042,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
1YR MNT SW FOR AIRMAGNET HANDHELD ANALYZER AM/A1027                             ,2593214,4323270100,Application server software                                                     ,NONE  ,,,FLUKE                                   ,1,No
1YR MNT SW VDA VIRT DESKTOP                                                     ,2654484,4323270100,Application server software                                                     ,NONE  ,,,WYSE TECHNOLOGY                         ,1,No
1YR PATCH AUTH ULTIMATE 1 MACHINE TERM MAC LICENSE                              ,2457034,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR RNWL ANTISPYWARE CE QTY 250-499                                             ,2563976,4323320500,Transaction security and virus protection software                              ,NONE  ,,,WEBROOT SOFTWARE                        ,1,No
1YR RNWL PATCH AUTH ULTIMATE 1 MACHINE TERM WIN LICENSE                         ,2466231,4323320300,Network security or virtual private network VPN management software             ,7,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP AA V5 ENABLED OBJ 1U 500-999 WIN LICENSE PRICE PER USER             ,2612513,4323270100,Application server software                                                     ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP PATCH AUTH ULTIMATE 1COMP LIC MIN COMPUTERS 10                      ,2610803,4323270100,Application server software                                                     ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP PATCH AUTH ULTIMATE 1SVR LIC BA 25-49 SVRS                          ,2610807,4323270100,Application server software                                                     ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP QUEST ARS SVR REQ PRO SVCS 500-2000U                                ,2570214,4323340500,Device drivers or system software                                               ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP QUEST PASSWORD MGR 1U LICS 100-2000 EMPLOYEES                       ,2570221,4323340500,Device drivers or system software                                               ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP RNWL FILE SYST AUDITOR 1 SVR                                        ,2539633,4323270100,Application server software                                                     ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR STD SUP SECURE COPY 1SVR NAMED MIN QTY 2 IF COPYING BET 2SVR                ,2655403,4323300400,Operating system software                                                       ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1YR SUB DYKNOW SUITE QTY 0-199 LICENSE SUITE                                    ,2594670,4323270100,Application server software                                                     ,NONE  ,,,DYKNOW                                  ,1,No
1YR SUB ENDPOINT SW BLADE FULL DISK ENCRYPTION                                  ,2576115,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,CHECK POINT SOFTWARE TECHNOLO           ,1,No
1YR SUP WS FTP SERVER W/ SSH 2LIC REINSTATEMENT                                 ,2620272,4323210700,Web page creation and editing software                                          ,NONE  ,,,IPSWITCH                                ,1,No
1YR SUP WS_FTP SERVER W/ SSH PLUS REINSTATEMENT                                 ,2599202,4323220200,Document management software                                                    ,NONE  ,,,IPSWITCH                                ,1,No
2 ADDITIONAL LINES INCLUDING 1 YEAR SMA                                         ,2542296,4323220200,Document management software                                                    ,NONE  ,,,GFI SOFTWARE                            ,1,No
2 ADDITIONAL YEAR OF PREM MAINT PREPAID FOR NWORKS SMART PLUG-IN FOR VMWARE     ,2656546,4323270100,Application server software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
2 ADDITIONAL YEARS OF MAINT PREPAID FOR VEEAM BACKUP & REPLICATION STD VMWARE   ,2619177,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
20 SERVER BUNDLE 1CS 1MA-W BASIC DISK TAPE LIBRARY CONNECTOR PLUS 1DIRECT       ,2580179,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
